"","1p36.33 ","1q21.1  ","1q21.3  ","1q22    ","1q44    ","2p14    ","2p13.3  ","2q22.1  ","3p21.31 ","3p21.1  ","3q23    ","3q26.2  ","4q31.3  ","4q35.1  ","5p15.33 ","5q11.2  ","5q31.2  ","5q33.3  ","5q35.3  ","6p24.3  ","6p24.2  ","6p21.33 ","6q21    ","7p21.3  ","7p15.2  ","7q34    ","8q13.1  ","8q24.21 ","9p13.2  ","9q22.2  ","9q34.13 ","10p14   ","10q22.3 ","10q25.2 ","11q13.3 ","11q23.1 ","11q23.3 ","12p13.32","12q24.31","14q11.2 ","14q32.33","15q15.1 ","15q23   ","15q24.2 ","16p13.13","16p11.1 ","17p13.2 ","17p11.2 ","17q22   ","18q23   ","19p13.3 ","19p13.11","20q11.22","20q13.12","20q13.33","21q22.11","22q11.22","22q13.1 ","1p32.3  ","1p22.1  ","1p13.1  ","2p23.3  ","2q31.1  ","2q37.1  ","3q26.32 ","4p16.3  ","4q22.1  ","5q21.1  ","6q25.2  ","7p22.3  ","8p23.2  ","8q24.13 ","8q24.3  ","9p21.3  ","10q24.32","11q22.2 ","12p13.1 ","12q23.3 ","12q24.33","13q12.11","13q14.2 ","14q23.3 ","16p13.3 ","16q12.1 ","16q23.1 ","16q24.3 ","17p13.1 ","17q21.2 ","17q25.3 ","18q12.2 ","20p13   ","22q13.33"
"MMRF_2113",0.0065262,0.93645,0.93645,0.93645,0.92189,0.0033299,0.0033299,-0.0093336,0.0012481,0.0012481,-0.012851,0.62151,-0.021098,-0.021098,-0.0031859,-0.0031859,-0.0031859,-0.0031859,-0.0031859,-0.0041546,-0.0041546,-0.0041546,-0.0041546,-0.0048461,-0.0048461,0.00019899,-0.0040563,-0.0040563,0.96555,1.0059,1.0059,0.0035899,0.027638,0.018397,0.034132,0.0019625,0.0019625,-0.0015397,0.0040243,-0.96395,-0.96395,0.012376,0.012376,0.012376,-0.014175,-0.014175,0.0029133,0.0029133,0.010703,-0.0066432,-0.0026322,-0.0026322,0.018663,0.018663,0.018663,-0.97544,0.022759,0.027076,0.0065262,0.0065262,0.0065262,0.0033299,-0.0093336,0.022592,0,-0.021098,-0.021098,-0.0031859,-0.0041546,-0.0048461,0.0079175,-0.0040563,-0.0040563,0.96555,0.018397,0.0019625,-0.0015397,0.0040243,0.0040243,-0.9852,-0.9852,-0.96395,-0.0044312,-0.014175,-0.014175,-0.042057,0.0029133,0.010703,0.010703,-0.0066432,0.018663,0.027076
"MMRF_2143",-0.054555,-0.066386,-0.066386,-0.066386,-0.11164,-0.018765,-0.018765,0.0054139,0.45683,0.45683,0.45683,0.45683,0.02001,0.02001,0.44342,0.48288,0.44105,0.44105,0.44105,-0.031206,-0.031206,0,0,0.013632,0.013632,0.019363,-0.032314,-0.032314,0.41312,0.41312,0.41312,-0.030813,-0.030813,-0.036674,0.85739,0.89668,0.89668,-0.073728,-0.017529,-0.026714,-0.026714,0.41932,0.41932,0.41932,-0.005814,-0.005814,-0.09261,-0.09261,-0.09261,-0.0089906,0.31482,0.31482,-0.060345,-0.060345,-0.060345,-0.024388,-0.10697,-0.11527,-0.054555,-0.054555,-0.066386,-0.018765,0.0054139,-0.023294,0.45683,-0.39886,0.02001,0.48288,0,0.013632,-0.032314,-0.032314,-0.032314,0.41312,-0.036674,0.89668,-0.017529,-0.017529,-0.081605,0.0024969,0.0024969,-0.026714,-0.005814,-0.005814,0.082621,0.082621,-0.09261,-0.09261,-0.09261,-0.0089906,-0.060345,-0.11527
"MMRF_2149",-0.088802,-0.0053992,-0.0053992,-0.0053992,-0.0053992,-0.012576,-0.012576,0.00055459,-0.0055375,0.0016642,0.0016642,0.0016642,1.0209,1.0209,0.99945,0.99945,0.99945,0.99945,0.99945,0.035383,0.035383,0.020903,-0.99018,0.98183,0.98183,0.97729,-0.0022951,-0.0022951,1.9389,1.9389,1.9389,-0.024114,-0.024114,-0.024114,0.9429,0.98611,0.98611,-0.016017,-0.016017,-0.015054,-0.015054,1.94,1.94,1.94,-0.066922,-0.066922,-0.065179,-0.065179,-0.065179,0,0.84396,0.84396,-0.040752,-0.040752,-0.040752,0.98101,-0.087181,-0.087181,-0.037082,-0.97998,-0.97998,-0.012576,0.00055459,-0.0053152,0.0016642,0.97172,1.0209,0.99945,-0.99018,0.98183,-0.0022951,-0.0022951,-0.042517,1.9389,-0.024114,0.98611,-0.016017,-0.016017,-0.016017,-0.0040516,0.0090312,-0.015054,-0.066922,-0.066922,-0.066922,-0.066922,-0.065179,-0.065179,-0.065179,0,-0.040752,-0.087181
"MMRF_2097",0.043299,0.043299,0.043299,0.043299,-0.99799,0.0081959,0.0081959,-0.0023553,0.015016,0.015016,-0.0053992,-0.0053992,-0.022881,-0.022881,-0.012024,-0.012024,0.011007,0.011007,0.011007,-0.00069303,-0.00069303,-0.00069303,-0.00069303,-0.0041546,-0.0041546,-0.0041546,0,0,-0.013668,0.013213,0.013213,0.01447,0.0052086,0.0052086,0.0049969,0.029747,0.029747,0.0058309,0.0058309,0.2877,-0.992,0.016705,0.016705,0.016705,0.0097276,0.0097276,0.015168,0.015168,0.013074,-0.006505,0.0049969,0.0049969,0.076854,0.076854,0.076854,-0.0008316,0.031014,0.031014,0.043299,0.043299,0.043299,0.0081959,-0.0023553,-0.0016885,-0.0053992,-0.014778,-0.022881,-0.012024,-0.00069303,-0.0041546,0,0,0,-0.0048461,0.0052086,-0.024798,0.0058309,0.0058309,0.0058309,-0.9927,-0.9927,-0.99651,0.0097276,0.0097276,0.0097276,0.0097276,0.015168,0.015168,0.013074,-0.006505,-0.9943,0.031014
"MMRF_2140",1.0072,0.94445,0.99385,0.99385,0.99509,0.0019418,0.0019418,-0.0051918,0.00097064,0.00097064,0.00097064,0.00097064,-0.006505,-0.006505,-0.005261,-0.005261,0.0069435,0.0069435,0.0069435,0.00097064,0.00097064,0.00097064,-0.0074401,0.95878,0.0024969,-0.0083005,0,0,-0.0038779,-0.0038779,0.013652,0.0022193,0.0022193,0.0022193,1.0699,0.0054139,0.0054139,-0.00069303,-0.00069303,0.0029133,0.0029133,-0.00055444,0.0033299,0.0033299,-0.0018014,-0.0091286,-0.0029091,-0.0029091,-0.0070576,-0.0042929,-0.0087146,-0.0087146,0.0114,0.0114,0.0114,-0.0020784,0.013074,0.017736,0.015028,-0.0022681,-0.0022681,0.0019418,-0.0051918,0.0087528,0.00097064,-0.006505,-0.006505,-0.005261,-0.0074401,0.011539,0,0,0,-0.0038779,0.0022193,0.0054139,-0.00069303,-0.00069303,-0.00069303,-0.014503,-0.014503,0.0029133,-0.0018014,-0.95587,-0.95703,-0.95703,-0.0029091,-0.0029091,0.013911,-0.0042929,0.0114,0.017736
"MMRF_1755",-0.74586,0.012698,0.012698,-0.0069195,0,-0.0042929,-0.0042929,-0.025096,-0.0089906,-0.0089906,0.77272,0.77272,0.57148,0.57148,-0.027535,-0.027535,-0.0085766,0.010285,0.010285,0.0037465,0.0037465,0.0037465,-0.81524,0.78215,0.78215,0.76006,-0.015879,-0.0023553,0.47959,0.47959,1.1538,-0.020824,0.0034687,0.0034687,1.1753,1.1753,1.1753,-0.010784,-0.010784,-0.021235,0.56988,0.0048579,0.0048579,0.0048579,0.020763,0.014051,-0.79084,-0.79084,0.030108,0.76888,0.016286,0.016286,0.056228,0.056228,0.056228,-0.016429,-0.10562,-0.079609,0.01447,-0.027555,0.012698,-0.0042929,-0.025096,-0.011198,0.77272,0.78157,0.73516,-0.03689,-0.81524,0.78215,-0.81671,-0.0023553,-0.0023553,0.47959,0.0034687,1.1753,-0.010784,-0.010784,-0.010784,-0.33503,-0.33503,-0.021235,0.020763,-0.80152,-0.80152,-0.80152,-0.79084,0.030108,0.030108,0.76888,-0.79453,-0.079609
"MMRF_2216",-0.0135,-0.0135,-0.0135,-0.0135,-0.00041585,-0.0015243,-0.0015243,0.0023581,0.0058309,0.0058309,0.017139,0.017139,0.017684,0.017684,0.98039,0.98039,0.97832,0.97832,0.97832,-0.078278,-0.078278,-0.078278,-0.078278,-0.0008316,-0.0008316,-0.0008316,0.0068044,0.0068044,0.98928,0.92736,0.92736,-0.0055375,-0.0055375,-0.0055375,0.95718,0.9775,0.9775,0.00083195,-0.030404,-0.0037395,-0.0037395,0.95783,0.95783,0.95783,-0.046989,2.9926,-0.041024,-0.041024,-0.041024,0.0065262,1.7945,1.7945,-0.016292,-0.034694,-0.034694,-0.00097017,-0.052936,-0.064857,-0.0135,-0.0135,-0.0135,-0.0015243,0.0023581,0.0023581,-0.0027707,0,-0.947,0.97832,-0.078278,-0.0008316,0.0068044,0.0068044,0.0068044,0.98928,-0.0055375,0.9775,0.00083195,-0.030404,-0.030404,0.94813,0.94813,-0.0037395,-0.99193,-0.023901,-0.0027707,-0.99708,-0.041024,-0.041024,-0.041024,0.0065262,-0.016292,-0.064857
"MMRF_2180",0.028763,0.0048579,0.0048579,0.0048579,-0.0089906,0,0,-0.012425,0.0013868,0.0013868,0.0013868,0.0013868,-0.023703,-0.023703,0.89869,0.89869,0.89869,0.89869,0.89869,-0.015191,-0.015191,-0.015191,-0.015191,-0.0038779,-0.0038779,-0.0047079,-0.058327,-0.058327,1.6729,1.6729,1.7277,-0.0041546,-0.0041546,0.010842,1.4875,1.4875,1.4875,-0.0031859,-0.0031859,-0.0053992,-0.0053992,0.93183,0.93183,0.93183,0.53626,0.62097,0.62224,0.00027728,0.0052124,-0.0098185,1.2585,1.2912,0.026373,0.026373,0.026373,0.89447,0.023706,0.023706,0.0049272,0.0049272,0.0049272,0,-0.012425,0.0054139,0.0013868,-0.023703,-0.023703,0.89869,-0.0019686,-0.0038779,-0.058327,-0.058327,0.051557,1.6729,0.010842,1.4875,-0.0031859,-0.0031859,-0.0031859,-0.034904,-0.034904,-0.0053992,-0.86672,-0.89965,-0.88989,-0.88989,0.024969,0.00027728,0.013911,-0.0098185,0.035242,0.023706
"MMRF_2213",-0.91785,0.74081,0.74081,0.74081,0.75332,-0.16879,-0.16879,-0.20274,0.7591,0.68838,0.67697,0.67697,0.56979,0.60232,0.70588,0.64934,0.70495,0.70495,0.70495,1.5033,1.5033,1.5033,0.53503,0.82412,0.70773,0.70773,-0.19312,-0.13471,0.79374,0.79374,0.79374,-0.16695,0.78562,0.78562,-0.16634,-0.16634,-0.054016,-0.12888,-0.14302,-0.21701,-1.0392,0.74233,0.78534,0.78534,-0.10627,-0.10627,-0.068261,-0.044009,-0.097867,0.69073,1.0167,1.0447,-0.056793,-0.056793,0.084498,-0.18521,0.00069327,0.00069327,-0.13044,-0.13044,-0.13044,-0.16879,-0.20274,-0.20274,0.67697,-0.17803,0.56979,0.70495,-0.17563,0.82412,-0.1635,-0.13471,-0.13471,0.64637,0.78562,-0.16634,-0.12888,-0.14302,-0.14302,-1.0832,-1.1396,-1.0697,-0.10627,-0.10627,-0.10627,0.011818,-0.068261,-0.097867,0.00041593,0.69073,-0.13147,0.00069327
"MMRF_2017",-0.0032253,0.0026357,0.0026357,0.0026357,-0.0034627,0,0,0.0030522,0.00013863,0.00013863,0.00013863,0.00013863,0.0054139,0.0054139,0,0,0,0,0,0.0024969,0.0024969,0.0024969,0.0024969,0.0052749,0.0052749,-0.0048461,-0.0024938,-0.0024938,-0.0018014,-0.0018014,-0.0018014,-0.0015243,-0.0015243,-0.006505,-0.0013858,-0.0013858,-0.0013858,0,0,0.0015255,0.0015255,-0.0037395,-0.0037395,-0.0037395,-0.027124,-0.027124,-0.0094046,-0.0094046,-0.0094046,-0.0011087,-0.017116,-0.017116,-0.010508,-0.010508,-0.010508,0.0026357,-0.89465,-0.0099565,-0.0032253,-0.0032253,-0.0032253,0,0.0030522,0.0030522,0.00013863,-0.0019845,0.0054139,0,0.0024969,0.0052749,-0.0024938,-0.0024938,-0.0024938,-0.0018014,-0.69965,-0.0013858,0,0,0,0.0017162,0.0017162,0.0015255,-0.027124,-0.027124,-0.027124,-0.027124,-0.0094046,-0.0094046,-0.0094046,-0.0011087,-0.010508,-0.0099565
"MMRF_2016",0.037924,-0.019314,-0.019314,-0.019314,-0.019314,-0.0048461,-0.0048461,-0.034904,0.72724,0.72724,0.72724,0.72724,0.68701,0.68701,0.72659,0.72659,0.72659,0.72659,0.72659,0.54753,0.54753,0.54753,-0.55597,0.73246,0.73246,0.73246,-0.042245,-0.042245,0.7448,0.7448,0.7448,-0.027671,-0.0077482,-0.0077482,0.76351,0.75414,0.75414,-0.032314,0,-0.045963,-0.018902,1.536,1.536,1.536,0.53401,-0.53388,0.006109,0.006109,0.0084743,-0.032178,0.78813,1.3568,-0.0055375,0.016785,0.071248,-0.023977,0.022832,0.04883,-0.022744,-0.022744,-0.022744,-0.021784,-0.034904,-0.034904,0.73208,0.72395,0.68701,0.72659,-0.55597,0.73246,-0.042245,-0.042245,0.019096,0.7448,-0.0077482,0.75414,-0.032314,0,0,-0.046718,-0.046718,-0.018902,-0.51228,-0.53388,-0.53388,-0.53388,0.006109,0.0050214,0.0084743,-0.032178,-0.0055375,0.04883
"MMRF_2013",-0.036305,-0.036305,-0.036305,-0.036305,-0.058768,0,0,0.0094491,0.011667,0.011667,0.021261,0.021261,0.017424,0.017424,0.47409,0.4789,0.4789,0.4789,0.4789,0.46127,0.46127,0.46127,0.46127,-0.0096806,-0.0096806,-0.018492,-0.15669,-0.15669,0.45098,0.45098,0.45098,-0.013455,-0.0073339,-0.012113,0.00597,0.00597,0.00597,-0.41784,-0.45172,-0.33802,-0.33802,0.45657,0.45657,0.45657,-0.20336,-0.19061,-0.3401,-0.3401,-0.3401,0.0093098,0.39828,0.39828,-0.23929,-0.23929,-0.23863,0.012934,-0.49277,-0.49277,-0.036305,-0.036305,-0.036305,0,0.0094491,0.0094491,0.021261,-0.00069303,0.020903,0.4789,0.46127,-0.0096806,-0.15388,-0.15669,-0.15669,0.45098,-0.0073339,0.00597,-0.41784,-0.41784,-0.45172,-0.45929,-0.45929,-0.33802,-0.19129,-0.19061,-0.20118,-0.16654,-0.3401,-0.3401,-0.3401,0.0093098,-0.23929,-0.49277
"MMRF_2039",-0.023955,0.86255,0.86255,0.86255,0.82412,1.6495,1.6495,0.004719,-0.021098,-0.016841,0.88146,0.88146,0.023005,0.82921,0.83608,0.87437,0.87437,0.88826,0.78439,-0.0066432,-0.0066432,-0.0066432,-0.88387,-0.89794,0.8695,-0.0026322,0.013492,0.035242,0.83825,0.83825,0.83825,-0.016154,-0.011198,-0.011198,-0.0030475,-0.0048461,-0.0048461,0.0043996,-0.0069195,0.010146,-0.029857,0.85225,0.85225,0.85225,-0.061555,-0.9165,-0.03885,-0.03885,-0.03885,-0.020658,0.75877,0.75877,-0.030404,-0.030404,-0.030404,0,-0.051046,-0.051046,-0.023955,-0.023955,-0.023955,-0.0027707,0.004719,0.004719,0.88146,-0.048613,0.012934,0.87437,-0.88435,-0.89794,-0.90821,0.035242,0.035242,0.83825,-0.011198,-0.0048461,0.0043996,-0.0069195,-0.077611,-0.0048461,-0.8544,-0.87734,-0.061555,-0.9165,-0.9165,-0.9165,-0.03885,-0.03885,-0.03885,0.00083195,-0.030404,-0.051046
"MMRF_2050",0,0.82549,0.82549,0.82549,0.79549,-0.021784,-0.021784,-0.054421,0.79665,0.79665,0.7982,0.7982,-0.088461,-0.088461,0.78833,0.78833,0.78833,0.78833,0.78833,-0.0028469,-0.0028469,-0.0028469,-0.054555,0.78759,0.78759,0.78446,0.00597,0.00597,0.78929,0.78929,0.87386,-0.030105,-0.0016629,-0.0016629,0,0,0,0.016705,-0.010508,-0.053881,0.019608,1.5891,1.5891,1.5891,-0.0042929,-0.0042929,0.010006,0.010006,0.005083,-0.045364,0.85106,0.85799,0.051956,0.051956,0.051956,0.77464,0.044007,0.044007,0,0,-0.033124,-0.021784,-0.054421,-0.04211,0.7934,-0.066386,-0.066386,0.78833,-0.8726,0.78759,-0.67131,0.00597,0.089272,0.77684,-0.0016629,0,-0.044687,-0.010508,-0.010508,-0.024661,-0.065577,-0.86271,-0.0042929,-0.0042929,-0.0042929,-0.0042929,0.010006,0.005083,0.04429,-0.045364,-0.011335,0.044007
"MMRF_2068",-0.067434,0.59206,0.59206,0.59206,0.55714,-0.043059,-0.043059,-0.020961,0.58791,0.58791,0.61063,0.61063,0,0,1.8815,0.61462,0.54347,0.56543,0.56543,0.5617,0.5617,0.5617,-0.0051963,0.59152,0.59152,0.58435,0.61897,0.61407,0.61552,0.56934,0.54153,-0.053341,-0.063301,-0.053746,1.0765,0.48475,0.55354,-0.030404,-0.048613,-0.017254,-0.10352,0.58524,0.54703,0.54703,-0.099341,-0.099341,0.49303,0.51124,0.51124,0.63938,0.42614,0.43767,-0.13962,-0.10998,-0.10998,-0.034086,-0.12681,-0.12681,-0.067434,-0.067434,-0.63491,-0.043059,-0.020961,-0.020961,0.61063,0,0,0.018179,-0.67015,0.59152,-0.039529,0.61407,0.61407,0.61552,-0.65947,0.0029133,-0.030404,-0.048613,-0.048613,-0.0095426,-0.0095426,-0.06595,-0.099341,-0.099341,-0.099341,-0.099341,0.49303,0.51124,0.51124,0.60106,-0.056981,-0.12681
"MMRF_2089",-0.040888,0.016705,0.016705,0.016705,0.54647,0.023847,0.023847,-0.53358,0.044432,0.044432,0.044432,0.044432,-0.48932,-0.48932,1.0996,1.0725,0.012835,0.56152,0.56152,0.60705,0.60705,0.038933,-0.53266,-0.049424,0.010234,0.53787,3.6186,0.02525,0.57326,-0.001965,-0.0013858,0,0.0082907,0.004719,0.0098669,0.031718,0.031718,-0.54532,-0.10158,-0.54189,-0.54482,1.1193,1.1193,1.1193,-0.58294,-0.28442,-0.56206,-0.56206,-0.56206,0.011958,0.89949,0.96946,-0.55296,-0.55296,-0.051046,0.020623,-0.54431,-0.54431,-0.0026322,0.016705,0.016705,-0.54532,-0.52338,-0.52338,0.044432,-0.5428,-0.48932,0.030732,-0.54703,-0.049424,-0.55146,0.02525,0.02525,0.57326,0.004719,0.031718,-0.54532,-0.0073339,-0.10158,-1.1072,-1.1072,-0.54482,-0.58294,-0.56316,-0.56316,-0.56316,-0.56206,-0.56206,-0.61995,0.026233,-0.55296,-0.54431
"MMRF_2102",0.011958,0.011958,0.011958,0.0076189,0.0076189,0.0029133,0.0029133,-0.0088678,0.0023581,0.0023581,-0.025782,-0.025782,-0.041838,-0.041838,-0.028765,-0.028765,0.47838,0.018803,0.018803,0.027357,0.027357,-0.020925,-0.022774,-0.018421,-0.018421,-0.018421,-0.029296,-0.029296,-0.0016629,-0.0016629,-0.0016629,0.0014761,0.012934,0.012934,0.0080567,0.0080567,0.0080567,-0.013127,-0.0026322,0.0028262,0.0028262,-0.0027707,0.0042268,0.028341,0.029044,0.029044,0.022585,0.022585,0.019363,-0.033269,0.015308,0.015308,0.034395,0.034395,0.04883,0.052525,0.028659,0.064082,0.011958,0.011958,0.011958,0.0029133,-0.022571,0.0020805,-0.025782,-0.041838,-0.041838,-0.028765,-0.022774,0.017824,0.0154,-0.029296,0.036512,-0.0016629,0.012934,0.0080567,-0.013127,-0.0026322,-0.0026322,-0.034495,-0.034495,0.0028262,0.029044,0.029044,0.048404,0.048404,0.022585,0.019363,0.019363,0.001776,0.034395,0.064082
"MMRF_2170",-1.0599,1.4595,1.3438,1.3438,1.1365,0.0065262,0.0065262,0.017544,0.01242,0.01242,0.01242,0.01242,-0.97814,-0.97814,0.73227,0.01745,0.01745,0.01745,0.01745,0.017514,0.017514,0.017514,0.017514,0,0,0,0.011818,0.011818,0.0073609,0.0073609,-0.0175,-0.060211,-0.060211,-0.060211,-0.0053992,-0.0053992,-0.038069,0.0034687,0.0034687,-0.99263,-1.0304,-0.0096806,-0.0096806,-0.0096806,-1.0225,-0.93136,-0.05722,-0.05722,-0.036674,0.012237,-0.06786,-0.06786,-0.041702,-0.041702,-0.041702,-0.0020784,-1.0217,-1.0217,-0.99587,-0.99587,-0.99587,0.0065262,0.017018,0.017018,0.004719,-0.99304,-0.97814,0.01745,-0.0073339,0,0.011818,0.011818,-0.035176,0.022164,-0.060211,-0.0053992,0.0034687,0.0034687,0.0034687,-0.98864,-0.98864,-0.99263,-1.0225,-0.93136,-0.92904,-0.92904,-0.05722,-0.036674,-0.036674,0.012237,-0.039175,-1.0389
"MMRF_2172",0.032363,0.90468,1.0079,1.0079,0.99978,0.0036621,0.0036621,-0.026537,0,0,-0.00075146,-0.00075146,-0.022863,-0.022863,0.0011896,-0.024719,0.0022996,0.0022996,0.023507,0.026033,0.026033,0.018123,-0.94008,0.0086385,0.0086385,0.023507,0.0064676,0.0064676,-0.022116,0.017839,0.041116,-0.0013057,0.0079356,0.029547,0.031236,-0.98206,0.99085,-0.93085,0.020144,-0.93529,0.026595,0.031518,0.031518,0.031518,0.0041046,-0.11919,-0.049758,-0.049758,-0.049758,-1.0086,-0.030598,-0.030598,0.042956,0.042956,0.042956,-0.0050427,-0.029778,0.042531,0.044372,-0.93565,-0.91593,0.024489,-0.026537,0.019444,-0.00075146,0.007998,-0.018548,0.0022996,-0.94008,0.019444,0.020144,0.0064676,0.0064676,-0.022116,0.029547,-1.002,-0.93085,0.020144,0.020144,-0.98347,-0.98347,0.026595,0.0041046,-0.11919,-0.12227,-0.12227,-0.049758,-0.049758,0.010366,0.0075805,0.024346,0.042531
"MMRF_2173",-0.20398,0.0091698,0.014749,0.014749,0.010424,0.0058309,0.0058309,-0.00041585,0.0065262,0.0065262,-0.0023875,-0.0023875,-0.012713,-0.012713,-0.00055444,-0.00055444,-0.00055444,-0.00055444,-0.00055444,1.2964,1.2964,1.2964,-0.0037395,0,0,-0.005261,-0.0070513,-0.0015486,0.0044411,0.0044411,0.0044411,-0.0026086,0.0073609,0.0073609,0.012237,0.012237,0.012237,0.0068044,0.0068044,0.0037048,0.0075,0.0090312,0.0090312,0.0090312,0.016425,0.016425,0.00458,0.00458,0.00458,-0.005261,0.65277,0.65277,0.021463,0.021463,0.021463,-0.0044312,0.036512,0.036512,-0.20398,-0.89832,-0.89832,0.0058309,-0.00041585,-0.00041585,-0.0023875,-0.012713,-0.012713,-0.00055444,-0.0037395,0,0.010146,-0.0015486,0.037782,0.0044411,0.0073609,0.012237,0.0068044,0.0068044,0.0068044,-0.013953,-0.013953,0.0075,0.012237,0.016425,0.016425,0.016425,0.00458,0.00458,0.00458,-0.005261,0.021463,0.036512
"MMRF_2176",-0.0123,-0.0034627,-0.0034627,-0.0034627,-0.0034627,0.0047828,0.0047828,0.0065262,0.00083195,0.00083195,0.00083195,0.00083195,0.020203,0.024548,0.0052749,0.0052749,-0.0010021,-0.0010021,-0.0010021,-0.010072,-0.010072,-0.023155,0.012588,0.0019424,0.0019424,0,-0.82855,-0.82855,0.1227,0.1227,0.1227,-0.0018214,0.0015255,0.0015255,-0.0088526,-0.0088526,-0.0088526,-0.0069195,-0.0069195,0.0073609,-0.0083766,0.0090312,0.0090312,0.0090312,-0.027535,0.11085,-0.024114,-0.024114,-0.024114,-0.24557,-0.032178,-0.032178,-0.010232,-0.010232,-0.010232,-0.080541,-0.84539,0.41095,-0.0123,-0.37595,-0.059269,0.0047828,-0.87322,0.0030522,0.00083195,-0.017603,0.020203,0.0052749,0.012588,0.0019424,-0.92503,-0.82855,-0.82855,0.1227,0.0015255,-0.0088526,-0.0069195,-0.0069195,-0.0069195,-0.99151,-0.99151,-0.91838,-0.027535,0.11085,0.11085,0.11085,-0.024114,-0.024114,-0.024114,-0.24557,-0.010232,-0.020275
"MMRF_2174",-0.0012071,0.92054,0.9786,0.9786,0.93597,0.0032403,0.0032403,-0.0050737,0.96049,0.96049,0.96049,0.96049,0.92906,0.92906,-0.0031369,-0.0031369,-0.0031369,-0.0031369,-0.0031369,0,0,0,0,-0.0088037,-0.0088037,-0.0088037,0.001991,0.001991,0.94974,0.94974,0.94974,-0.023517,0.00046509,0.00046509,0.96336,0.96336,0.96336,0.00032644,0.00032644,0.019132,0.0068537,0.047886,0.015357,0.015357,-0.030355,-0.030355,-0.026939,-0.026939,-0.0081135,-0.011398,-0.0487,-0.0487,-0.0043822,-0.0043822,-0.0043822,-0.02858,0.011449,-0.013215,-0.0012071,-0.0012071,-0.0012071,0.0032403,-0.0050737,-0.0050737,0.96049,0.92257,0.92906,-0.0031369,-0.023106,-0.0088037,-0.98917,0.001991,0.001991,0.94974,0.00046509,0.96336,0.00032644,0.00032644,0.00032644,0.00074244,0.00074244,0.0068537,-0.030355,-0.97207,-0.97207,-0.97207,-0.026939,-0.0081135,-0.0081135,-0.011398,-0.0043822,-0.91316
"MMRF_2201",-0.1438,-0.01677,-0.01677,-0.01677,-0.020687,0,0,0.01038,0.012237,0.012237,0.012237,0.0068749,0.031822,0.010837,0.0054865,0.0054865,0.013492,0.013492,0.013492,-0.035015,-0.035015,-0.035015,0.03369,-0.0084385,-0.0084385,-0.013953,0.010703,0.010703,0.011818,0.011818,-0.14449,-0.023155,-0.023155,-0.023155,0.62861,0.6308,0.6308,-0.0077482,-0.0077482,0.61788,0.61788,-0.024114,-0.024114,-0.024114,-0.10368,-0.053341,-0.097367,-0.097367,-0.065581,0.63883,-0.13277,-0.13277,-0.03324,-0.03324,-0.03324,-0.020687,-0.11339,-0.11339,-0.01677,-0.01677,-0.01677,-0.022128,0.01038,0.01038,0.0068749,-0.01354,0.031822,0.013492,0.025974,-0.0084385,-0.030903,0.010703,0.010703,0.011818,-0.023155,0.6308,-0.0077482,-0.0077482,-0.0077482,0.0036042,0.0036042,0.61788,-0.10368,-0.053341,-0.053341,-0.053341,-0.097367,-0.097367,-0.065581,0.63883,0.033972,-0.11339
"MMRF_2203",-0.00041585,-0.001141,-0.001141,-0.001141,-0.001141,0.010564,0.010564,0.0056919,0.80226,0.80226,0.8298,0.8298,-0.0059522,-0.0059522,-0.024798,0.01433,0.01433,0.01433,-0.013848,0.0022193,0.0022193,0.01433,0.006109,-0.0045782,-0.0045782,0.0026357,0.0026357,0.013074,0.0029314,0.0029314,0.0033299,-0.0008316,-0.0008316,-0.0008316,0.0051359,0.0051359,0.0051359,-0.024935,0,-0.99228,-0.99228,0.0073609,0.65848,0.65848,-0.014641,-0.014641,-0.047222,-0.047222,-0.01904,-0.018046,-0.052261,-0.052261,-0.0020784,-0.0020784,-0.0020784,0.026138,-0.99958,-1.0134,-0.00041585,-0.98808,0.0049969,0.010564,-0.049172,0.0027745,0.8298,-0.0053992,-0.0059522,0.01433,0.006109,-0.0045782,0.0026357,0.013074,0.013074,0.0029314,-0.0008316,0.0051359,-0.024935,0,0,-1.0022,-1.0038,-0.99228,-0.014641,-0.014641,-0.014641,-0.014641,-0.047222,-0.047222,-0.01904,0.0027745,-0.0020784,-1.0134
"MMRF_2214",0.013074,0.014888,0.014888,0.014888,0.0076392,-0.0029411,-0.0029411,-0.0077482,0.98705,0.98705,2.0407,0.98018,-0.017116,-0.017116,0.98991,0.98991,0.98991,0.98991,0.98991,0.018171,0.018171,0.016985,-0.93267,1.0143,-0.0062286,-0.0023553,0.42516,0.46519,0.96473,0.96473,1.0013,0.00097064,0.00097064,0.00097064,1.0099,1.0099,1.0099,-0.007472,0.0036076,-0.006505,-0.006505,2.0064,2.0064,2.0064,-0.019589,-0.019589,0,0,-0.0087146,-0.01106,0.96288,0.96288,0.91845,-0.051991,0.91946,-0.0012473,0.0086135,0.0086135,0.013074,-0.017172,0.014888,-0.0029411,-0.0096896,-0.0096896,0.98018,0.011539,-0.023155,0.98991,-0.005261,-0.012024,-0.0027707,0.46519,0.51577,0.96473,0.00097064,1.0099,-0.007472,0.0036076,0.0036076,-0.013186,-0.013186,-0.006505,-0.019589,-0.019589,-0.048883,-0.048883,0,-1.0121,-0.0020784,-0.01106,0.91845,0.0086135
